Date,0,1,2
2010-01-04,,,6.695000171661379
2010-01-05,,,6.734499931335448
2010-01-06,,,6.612500190734863
2010-01-07,,,6.500000000000003
2010-01-08,,,6.676000118255617
2010-01-11,,,6.515500068664549
2010-01-12,,,6.3674998283386195
2010-01-13,,,6.455500125885011
2010-01-14,,,6.3674998283386195
2010-01-15,,,6.35699987411499
2010-01-19,,,6.380499839782717
2010-01-20,,,6.289000034332277
2010-01-21,,,6.3309998512268075
2010-01-22,,,6.0714998245239284
2010-01-25,,,6.015500068664548
2010-01-26,,,5.973999977111814
2010-01-27,,,6.1374998092651385
2010-01-28,,,6.30149984359741
2010-01-29,,,6.270500183105468
2010-02-01,,,5.943500041961673
2010-02-02,,,5.906000137329101
2010-02-03,,,5.9549999237060565
2010-02-04,,,5.79699993133545
2010-02-05,,,5.869500160217283
2010-02-08,,,5.841499805450442
2010-02-09,,,5.901500225067137
2010-02-10,,,5.868000030517576
2010-02-11,,,6.0044999122619656
2010-02-12,,,5.982999801635742
2010-02-16,,,5.876500129699709
2010-02-17,6.324178695678711,,5.815499782562254
2010-02-18,6.3171467781066895,,5.903999805450441
2010-02-19,6.296902179718018,,5.875999927520751
2010-02-22,6.292937278747559,,5.900499820709226
2010-02-23,6.2867512702941895,,5.8619999885559055
2010-02-24,6.28647518157959,,5.986000061035155
2010-02-25,6.28046178817749,,5.909999847412107
2010-02-26,6.297057628631592,,5.920000076293946
2010-03-01,6.30055046081543,,6.227000236511231
2010-03-02,6.303928375244141,,6.27650022506714
2010-03-03,6.3609442710876465,,6.29449987411499
2010-03-04,6.425021171569824,,6.426499843597415
2010-03-05,6.483757495880127,,6.445499897003177
2010-03-08,6.55440616607666,,6.505499839782716
2010-03-09,6.616491794586182,,6.440999984741213
2010-03-10,6.676188945770264,,6.525499820709232
2010-03-11,6.711918830871582,,6.678999900817874
2010-03-12,6.7513837814331055,,6.59100008010864
2010-03-15,6.810131549835205,,6.556499958038331
2010-03-16,6.845251560211182,,6.589499950408938
2010-03-17,6.864293098449707,,6.566999912261966
2010-03-18,6.881718158721924,,6.638000011444093
2010-03-19,6.890533924102783,,6.517499923706052
2010-03-22,6.908712387084961,,6.523499965667724
2010-03-23,6.903124809265137,,6.462999820709227
2010-03-24,6.8959832191467285,,6.401999950408935
2010-03-25,6.87808084487915,,6.736499786376951
2010-03-26,6.850643634796143,,6.752999782562258
2010-03-29,6.886229515075684,,6.756000041961672
2010-03-30,6.928600311279297,,6.828999996185301
2010-03-31,6.967656135559082,,6.788499832153321
2010-04-01,7.012397766113281,,6.590499877929687
2010-04-05,7.042010307312012,,6.574500083923339
2010-04-06,7.0278544425964355,,6.777999877929691
2010-04-07,7.004985809326172,,6.743500232696533
2010-04-08,7.019141674041748,,7.0479998588562
2010-04-09,7.030288219451904,,7.002999782562256
2010-04-12,7.095239639282227,,7.059999942779542
2010-04-13,7.149355411529541,,7.007999897003173
2010-04-14,7.203977584838867,,7.214000225067138
2010-04-15,7.238550662994385,,7.290999889373778
2010-04-16,7.2996063232421875,,7.108500003814696
2010-04-19,7.366318225860596,,7.121500015258787
2010-04-20,7.389618396759033,,7.210000038146974
2010-04-21,7.403458118438721,,7.321499824523924
2010-04-22,7.426671981811523,,7.504499912261964
2010-04-23,7.466343879699707,,7.181499958038331
2010-04-26,7.534661293029785,,7.355500221252443
2010-04-27,7.538016319274902,,7.1009998321533185
2010-04-28,7.561892032623291,,6.96750020980835
2010-04-29,7.536106109619141,,7.086500167846677
2010-04-30,7.483026027679443,,6.855000019073488
2010-05-03,7.454374313354492,,6.874499797821047
2010-05-04,7.39256477355957,,6.49149990081787
2010-05-05,7.341487884521484,,6.546500205993654
2010-05-06,7.232254981994629,,6.435500144958494
2010-05-07,7.144084453582764,,6.2490000724792445
2010-05-10,7.054111957550049,,6.564499855041505
2010-05-11,6.948643207550049,,6.52299976348877
2010-05-12,6.91752815246582,,6.693500041961666
2010-05-13,6.89747953414917,,6.57350015640259
2010-05-14,6.917418956756592,,6.426499843597415
2010-05-17,6.920072078704834,,6.445499897003177
2010-05-18,6.894700050354004,,6.314000129699705
2010-05-19,6.87179708480835,,6.2294998168945295
2010-05-20,6.828494071960449,,5.985499858856203
2010-05-21,6.7746663093566895,,6.136000156402588
2010-05-24,6.6847920417785645,,6.105999946594237
2010-05-25,6.632322311401367,,6.243000030517579
2010-05-26,6.589514255523682,,6.160500049591064
2010-05-27,6.582954406738281,,6.335000038146971
2010-05-28,6.570121765136719,,6.272999763488772
2010-06-01,6.591753005981445,,6.162000179290771
2010-06-02,6.6039814949035645,,6.315499782562256
2010-06-03,6.593841552734375,,6.438000202178956
2010-06-04,6.608768939971924,,6.1385002136230495
2010-06-07,6.645811080932617,,6.100500106811525
2010-06-08,6.627033710479736,,5.94199991226196
2010-06-09,6.59648323059082,,5.895500183105471
2010-06-10,6.538794040679932,,6.160500049591064
2010-06-11,6.478250503540039,,6.1515002250671404
2010-06-14,6.47499942779541,,6.191500186920168
2010-06-15,6.480696201324463,,6.342000007629396
2010-06-16,6.496993064880371,,6.344999790191648
2010-06-17,6.539783954620361,,6.29449987411499
2010-06-18,6.579961776733398,,6.2915000915527335
2010-06-21,6.604090690612793,,6.127500057220455
2010-06-22,6.6200480461120605,,6.115499973297119
2010-06-23,6.6011786460876465,,6.072500228881834
2010-06-24,6.577078819274902,,5.916500091552736
2010-06-25,6.547276020050049,,6.050000190734862
2010-06-28,6.493971824645996,,5.889999866485596
2010-06-29,6.470579624176025,,5.43050003051758
2010-06-30,6.427340030670166,,5.462999820709229
2010-07-01,6.308382511138916,,5.547999858856201
2010-07-02,6.2044267654418945,,5.456999778747559
2010-07-06,6.134727954864502,,5.502999782562257
2010-07-07,6.06871223449707,,5.671500205993655
2010-07-08,6.026404857635498,,5.81099987030029
2010-07-09,6.027083873748779,,5.86299991607666
2010-07-12,6.061202526092529,,5.975500106811526
2010-07-13,6.105961322784424,,6.182499885559083
2010-07-14,6.16571044921875,,6.164999961853027
2010-07-15,6.253927230834961,,6.103000164031981
2010-07-16,6.327401161193848,,5.924499988555911
2010-07-19,6.3741912841796875,,5.997000217437744
2010-07-20,6.374577045440674,,6.005000114440918
2010-07-21,6.378104209899902,,5.871500015258786
2010-07-22,6.380417823791504,,6.003499984741211
2010-07-23,6.358170509338379,,5.943500041961673
2010-07-26,6.359672546386719,,5.920000076293946
2010-07-27,6.3532795906066895,,5.8565001487731925
2010-07-28,6.343686580657959,,5.8565001487731925
2010-07-29,6.32390832901001,,5.842999935150149
2010-07-30,6.306023120880127,,5.89449977874756
2010-08-02,6.289030075073242,,6.003499984741211
2010-08-03,6.284748554229736,,6.120999813079832
2010-08-04,6.30310583114624,,6.379000186920166
2010-08-05,6.343508243560791,,6.3914999961853045
2010-08-06,6.427253723144531,,6.415999889373779
2010-08-09,6.505780220031738,,6.441500186920166
2010-08-10,6.574719429016113,,6.500000000000003
2010-08-11,6.633001327514648,,6.29449987411499
2010-08-12,6.6878767013549805,,6.328000068664551
2010-08-13,6.694016456604004,,6.234499931335452
2010-08-16,6.696071147918701,,6.303500175476076
2010-08-17,6.677892684936523,,6.442999839782716
2010-08-18,6.671597003936768,,6.482500076293947
2010-08-19,6.692727565765381,,6.378499984741214
2010-08-20,6.722317218780518,,6.3880000114440945
2010-08-23,6.730644226074219,,6.329999923706054
2010-08-24,6.735949993133545,,6.226500034332273
2010-08-25,6.7282562255859375,,6.342500209808349
2010-08-26,6.700904846191406,,6.243000030517579
2010-08-27,6.695478439331055,,6.331999778747557
2010-08-30,6.676171779632568,,6.189499855041502
2010-08-31,6.675113201141357,,6.241499900817872
2010-09-01,6.651525020599365,,6.624499797821043
2010-09-02,6.638698577880859,,6.76049995422363
2010-09-03,6.697774410247803,,6.939499855041502
2010-09-07,6.782820701599121,,6.8610000610351545
2010-09-08,6.891713619232178,,6.956999778747557
2010-09-09,6.971407890319824,,7.019000053405761
2010-09-10,7.048852443695068,,7.122000217437746
2010-09-13,7.120473384857178,,7.253499984741212
2010-09-14,7.195196151733398,,7.287499904632568
2010-09-15,7.279246807098389,,7.272500038146974
2010-09-16,7.355010986328125,,7.406499862670896
2010-09-17,7.412533283233643,,7.415999889373777
2010-09-20,7.479446887969971,,7.565000057220461
2010-09-21,7.5359272956848145,,7.536499977111817
2010-09-22,7.606812000274658,,7.591499805450439
2010-09-23,7.661163330078125,,7.642499923706054
2010-09-24,7.712695121765137,,8.036499977111813
2010-09-27,7.762299060821533,,7.968500137329101
2010-09-28,7.872584819793701,,7.985000133514402
2010-09-29,7.960370063781738,,7.949500083923339
2010-09-30,8.033320426940918,,7.853000164031983
2010-10-01,8.08249282836914,,7.685500144958495
2010-10-04,8.099635124206543,,7.769499778747561
2010-10-05,8.076277732849121,,8.043499946594238
2010-10-06,8.06350326538086,,7.769999980926515
2010-10-07,8.102276802062988,,7.813499927520752
